Item ID,Sentiment,SentimentText,Cleaned_Text,Keywords,Category,Department
1179,6,@RailMinIndia @sureshpprabhu   sir Plz improve your UTS services and support team also .. bcz  i cnt trf my ac to new ph no proper support.,sir plz improve ut service support team also bcz cnt trf ac new ph proper support,"ac, plz, sir",Cleanliness Issues,Housekeeping Department
685,6,@sureshpprabhu @RailMinIndia what's the point of paying dynamic prices when u can't run a train on time #SuvidhaExp,whats point paying dynamic price u cant run train time,"time, train",Cleanliness Issues,Housekeeping Department
1239,6,"Petition all you like, if @FineGael continually cut PSO @IrishRail and under invest in public transport the travellâ¦ https://t.co/0rVpCBElEB",petition like continually cut pso invest public transport travell,,Cleanliness Issues,Housekeeping Department
111,6,@RailMinIndia... security lags at delhi sarai Rohilla Rly stn... No checking... Xray scnr ws der but no body to operate that,security lag delhi sarai rohilla rly stn checking xray scnr w der body operate,,Suspicious Activity,Security & Vigilance
1197,6,Mischief Bundle - #KindleCountdown Sale $1.993 Story Bundle - F/F+ &amp; M/F PNR Erotica  #Erotica #Booklovers #LPRTGâ¦ https://t.co/wghZsGZszU,mischief bundle sale story bundle ff amp mf pnr erotica,"amp, pnr",Cleanliness Issues,Housekeeping Department
1189,6,@leomanojc @SirDebasis @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/Bes1TzmXoI,,,Cleanliness Issues,Housekeeping Department
1185,6,@niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/6u0NSeNxDv,,,Cleanliness Issues,Housekeeping Department
714,6,"found a fun, we passengers couldnât differentiate b/w a real and a toy pnr 4512791357",found fun passenger couldnt differentiate bw real toy pnr,pnr,Overcrowding,Operations & Scheduling
712,6,@RailMinIndia @CoalIndiaHQ #StopStaggeredRestCil,,,Cleanliness Issues,Housekeeping Department
709,6,"@RailMinIndia @SRailwayIndiaJanani Sewa launched-Infant food now available at NVRR Platform-2,Palakkad Jn.",sewa launchedinfant food available nvrr platformpalakkad jn,food,Infrastructure Problems,Engineering & Maintenance
495,6,@drmljn @drmmumbaicr @RailMinIndia Thanks for your help,thanks help,help,Cleanliness Issues,Housekeeping Department
1174,6,"@RailMinIndia @sureshpprabhu Rly's only retwets when it's all praises 4 them; when thr r qstns or info, nthng is rplied or retwtd, vry sad!!",rlys retwets praise thr r qstns info nthng rplied retwtd vry sad,,Cleanliness Issues,Housekeeping Department
160,6,@RailMinIndia @sureshpprabhu Brave work of RPF soldier at Railway Station - https://t.co/LjwyH2XDYM https://t.co/UkvbP3is4O,brave work rpf soldier railway station,"railway, station",Infrastructure Problems,Engineering & Maintenance
153,6,RT @RailMinIndia: Passenger traffic has also shown significant growth in Reserved &amp; suburban segments.Over  5Cr additional passengersâ¦ ,rt passenger traffic also shown significant growth reserved amp suburban segmentsover cr additional passenger,"amp, rt",Overcrowding,Operations & Scheduling
444,6,@RailMinIndia @PMOIndia Traveled 3 stations in last few days. Never seen Stations so clean and hygienic. Coaches &amp; Toilets also clean! Kudos,traveled station last day never seen station clean hygienic coach amp toilet also clean kudos,"amp, coach, station, toilet",Cleanliness Issues,Housekeeping Department
443,6,@NashikNews https://t.co/u8sL0GURHI,,,Cleanliness Issues,Housekeeping Department
435,6,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Train last 2-3 coach,train last coach,"coach, train",Cleanliness Issues,Housekeeping Department
799,6,RT @wbellauthor: RT @MistralKDawn #Treat yourself to a #romantic #adventure among the Fae this #weekend &amp; be #enchanted! #Free w/â¦ ,rt rt among fae amp w,"amp, rt",Cleanliness Issues,Housekeeping Department
783,6,"@RailMinIndia we are follow to ""PM Idea stop corruption"".thanks to ministry of railway  for stoping tatkal ticket corruption.Thanks",follow pm idea stop corruptionthanks ministry railway stoping tatkal ticket corruptionthanks,"railway, tatkal, ticket",Ticketing Issues,Ticketing & Reservations
1163,6,@RailMinIndia @PMOIndia if railways can take such progressive steps then why can't agricultural n finance ministry,railway take progressive step cant agricultural n finance ministry,railway,Cleanliness Issues,Housekeeping Department
1161,6,@RailMinIndia @eastcoastrail SBP div observed Intl. Level Crossing Awareness Day #ILCAD. Naukad Natak by Scout team https://t.co/gpuDaMLHiR,sbp div observed intl level crossing awareness day naukad natak scout team,,Cleanliness Issues,Housekeeping Department
1159,6,RT @HariNYadav: #498aJailsInnocent ,rt,rt,Cleanliness Issues,Housekeeping Department
1158,6,@sureshpprabhu @RailMinIndia @narendramodi Indian railway is improving its services. Thanks team railway.,indian railway improving service thanks team railway,railway,Cleanliness Issues,Housekeeping Department
175,6,@DRM_BVP @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Cleaning staff is now cleaning coach's floor in regular intervals,cleaning staff cleaning coach floor regular interval,coach,Cleanliness Issues,Housekeeping Department
837,6,RT @LoveBitesSilk: A Highland Moon Enchantment by Mary Morgan #Historical #PNR @MoBPromos @m_morganauthor https://t.co/qRKKQTLAkx via @Jacqâ¦,rt highland moon enchantment mary morgan via,rt,Cleanliness Issues,Housekeeping Department
426,6,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc  it's your habit to make crowd, dhkka mukki for tickets",habit make crowd dhkka mukki ticket,ticket,Overcrowding,Operations & Scheduling
820,6,@RailMinIndia happy with today's journey train was on time,happy today journey train time,"time, train",Cleanliness Issues,Housekeeping Department
814,6,@drmncrald @RailMinIndia @PiyushGoyal @GMNCR1 @anuj0109 @rakeshgoswamiHT 1st stop HO quota of 35 seats you offer inâ¦ https://t.co/BJHFCmNHjh,st stop ho quota seat offer,,Cleanliness Issues,Housekeeping Department
804,6,@RailMinIndia Thanks a lot for your very good activities for the railway passangers safe journey.,thanks lot good activity railway passangers safe journey,railway,Cleanliness Issues,Housekeeping Department
187,6,@RailMinIndia Didnt expect such a service from Rajdhani after travelling Sampoorna kranti where service was fantastic.,didnt expect service rajdhani travelling sampoorna kranti service fantastic,,Infrastructure Problems,Engineering & Maintenance
661,6,HEREISTITLE https://t.co/840D5D8WJS,hereistitle,,Cleanliness Issues,Housekeeping Department
541,6,How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner wheâ¦ https://t.co/rBb0swCQ8u,respect people lost life must remembered manner whe,,Cleanliness Issues,Housekeeping Department
538,6,@sureshpprabhu @RailMinIndia Wonderful initiative.. Making the railways more customer centric! https://t.co/xXQfLE5Ii4,wonderful initiative making railway customer centric,railway,Cleanliness Issues,Housekeeping Department
537,6,@sureshpprabhu @RailMinIndia. I am travelling right now in Mumbai Rajdhani and its amazing to see the coaches being cleaned,travelling right mumbai rajdhani amazing see coach cleaned,coach,Cleanliness Issues,Housekeeping Department
532,6,@atulyendepatil @TajinderBagga https://t.co/e69QtW6PvK,,,Cleanliness Issues,Housekeeping Department
1217,6,@sureshpprabhu @RailMinIndia  I would like to thank your team for giving me such a wonderful experience of train travel. Salute to good work,would like thank team giving wonderful experience train travel salute good work,train,Cleanliness Issues,Housekeeping Department
1208,6,@RailMinIndia Announcement done !!!,announcement done,,Cleanliness Issues,Housekeeping Department
1203,6,@RailMinIndia Thanks a lot Indian Railways the query has been resolved....really Mera desh badal raha hai.Namo namo,thanks lot indian railway query resolvedreally mera desh badal raha hainamo namo,railway,Catering & Food Quality,Food & Catering Services
701,6,@RailMinIndia Now railway is performing  best,railway performing best,railway,Cleanliness Issues,Housekeeping Department
513,6,@RailMinIndia @nerailwaygkp sir unable to understand why spent crores on BG from Gkp to Gonda via BNY route if there is no train for delhi.,sir unable understand spent crore bg gkp gonda via bny route train delhi,"sir, train",Cleanliness Issues,Housekeeping Department
501,6,@RailMinIndia @narendramodi @sureshpprabhu Unless u fine people who make mess/dirt in railways like d-metro clean railways is a dream.,unless u fine people make messdirt railway like dmetro clean railway dream,railway,Cleanliness Issues,Housekeeping Department
186,6,RT @sureshpprabhu: Holistic strategy to ensure growth https://t.co/YpOs5ZShmF,rt holistic strategy ensure growth,rt,Cleanliness Issues,Housekeeping Department
183,6,@drmsbc @RailMinIndia @srdensbc sir what is the update who has reviewed as  I do not see any action taken pl visit n take action,sir update reviewed see action taken pl visit n take action,sir,Overcrowding,Operations & Scheduling
181,6,RT @RailMinIndia: Member Traffic reviewed the April- Nov transportation  performance with Rly Board and Zonal Rly Officers and passedâ¦ ,rt member traffic reviewed april nov transportation performance rly board zonal rly officer passed,rt,Cleanliness Issues,Housekeeping Department
179,6,@drmjabalpur @DRMbhopal @RailMinIndia @drmncrald @BhusavalDivn @PiyushGoyal It's not the solution,solution,,Cleanliness Issues,Housekeeping Department
1154,6,@RailMinIndia @drmljn @ Thanks for support and quick action,thanks support quick action,,Cleanliness Issues,Housekeeping Department
1115,6,@sureshpprabhu @RailMinIndia doing great work but the people needs more and the passengers also should help railways for cleanes  of coach,great work people need passenger also help railway cleanes coach,"coach, help, railway",Cleanliness Issues,Housekeeping Department
1109,6,RT @RailMinIndia: During April - November this financial an incremental loading of over 32 Million tonnes has been achieved. Againstâ¦ ,rt april november financial incremental loading million tonne achieved,rt,Cleanliness Issues,Housekeeping Department
413,6,RT @ML_Callahan: Hot #newrelease from bestselling author Grace Goodwin! #PNR #scifi #tw4rw Her Cyborg Beast  by Grace Goodwinâ¦ ,rt hot bestselling author grace goodwin cyborg beast grace goodwin,rt,Overcrowding,Operations & Scheduling
864,6,@IRCTC_Ltd @RailMinIndia @RailMinIndia   Take some serious action on these people who is not understand rules and lâ¦ https://t.co/BQyjpBMNSn,take serious action people understand rule l,,Cleanliness Issues,Housekeeping Department
850,6,@sureshpprabhu @RailMinIndia instead of giving bread sticks u can provide rusk cubes which is Indian culture.Most of them dnt know hw to eat,instead giving bread stick u provide rusk cube indian culturemost dnt know hw eat,,Cleanliness Issues,Housekeeping Department
838,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2â¦",rt commodity registered robust growth steel cement container iron ore coal,rt,Cleanliness Issues,Housekeeping Department
210,6,"RT @aub2886: Win *FIFTY* #YA &amp; #NewAdult #UF #Fantasy, #Paranormal #Romance #PNR, &amp; #Dystopian, #ebooks or #paperbacks https://t.co/5UbyPKwâ¦",rt win fifty amp amp,"amp, rt",Cleanliness Issues,Housekeeping Department
207,6,@RailMinIndia Sir want to set up rail neer bottling plant in Jaipur or nearby area. Could you let me know the process of this?,sir want set rail neer bottling plant jaipur nearby area could let know process,sir,Cleanliness Issues,Housekeeping Department
199,6,@rpfcr @RailMinIndia @DrmSolapur @rpfcrsur HOW MANY MORE INNOCENT PEOPLE WILL HAVE TO #SUFFERING THIS KIND OFâ¦ https://t.co/NAYpG2Q3VH,many innocent people kind,,Cleanliness Issues,Housekeeping Department
1138,6,@vikaskh05172507 @Naren_Reddy23 @leomanojc @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/bACOZnpAQi,,,Cleanliness Issues,Housekeeping Department
232,6,RT @sureshpprabhu: https://t.co/06uwLS5m7J,rt,rt,Cleanliness Issues,Housekeeping Department
230,6,@RailMinIndia no one responding on phone call at enquiry in jamalpur station. Please consider my complaint becauseâ¦ https://t.co/PZGqiiUpil,one responding phone call enquiry jamalpur station please consider complaint,"please, station",Infrastructure Problems,Engineering & Maintenance
1102,6,@SirDebasis @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndia @Central_Railway Pure bullshit..,pure bullshit,,Cleanliness Issues,Housekeeping Department
397,6,@IRCTC_Ltd @RailMinIndia Check pics of railway failure https://t.co/trUCYQyBzM,check pic railway failure,railway,Ticketing Issues,Ticketing & Reservations
396,6,@imvikas10x @Central_Railway @RailMinIndia @PiyushGoyal @PiyushGoyalOffc @mygovindia @PMOIndia @nitin_gadkariâ¦ https://t.co/aKLL2IZgbs,,,Cleanliness Issues,Housekeeping Department
882,6,@RailMinIndia @sureshpprabhu ALD Jn never looked so clean https://t.co/DN0mJikCy8,ald jn never looked clean,,Cleanliness Issues,Housekeeping Department
881,6,@ViveckTewari Why dont you tag the concerned guy ! Like mr @RailMinIndia,dont tag concerned guy like mr,,Cleanliness Issues,Housekeeping Department
548,6,RT @VisakhapatnamJn: @SrDOMhyb @jijjuu @drmhyb @FeaYogesh @UttamChakram @Venkati5 @RailMinIndia @SCRailwayIndia @asb_ambati @eswarkanchuâ¦ ,rt,rt,Cleanliness Issues,Housekeeping Department
638,6,@railminindia thanks sir light has came,thanks sir light came,sir,Cleanliness Issues,Housekeeping Department
631,6,@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.,please select medical passed candidate rrc allahabad employment noyice group vacant vacancy,please,Catering & Food Quality,Food & Catering Services
1277,6,@RailMinIndia @sureshpprabhu kudos to you sir.6mb/s speed unbelievable.#cleaneststation#freewifi#Thank you https://t.co/xhwqxBKc0y,kudos sirmbs speed unbelievable,,Cleanliness Issues,Housekeeping Department
78,6,@RailMinIndia @sureshpprabhu many will be benifited thanks a lot sir,many benifited thanks lot sir,sir,Cleanliness Issues,Housekeeping Department
77,6,@sureshpprabhu @RailMinIndia thanks for give attention on meerut 2 saharanpur railway line ..,thanks give attention meerut saharanpur railway line,railway,Cleanliness Issues,Housekeeping Department
106,6,"@RailMinIndia Thanks for UTS app for facilitating hassle free travel, but it's good to provide training for TC's also.@BhargavaTadi",thanks ut app facilitating hassle free travel good provide training tc also,,Cleanliness Issues,Housekeeping Department
1231,6,@NitinSubudhi @RailMinIndia @PiyushGoyal 4 paise legally sahi daam pe bech ke bhi kamay jaa sakte hai.,paisa legally sahi daam pe bech ke bhi kamay jaa sakte hai,,Cleanliness Issues,Housekeeping Department
1228,6,@SirDebasis @vikaskh05172507 @Naren_Reddy23 @SayNoToHindi @mnsadhikrut @abpmajhatv @anilshidore @RailMinIndiaâ¦ https://t.co/cImqnkJTwC,,,Cleanliness Issues,Housekeeping Department
681,6,@manojsinhabjp https://t.co/7qbVSFwgdF,,,Cleanliness Issues,Housekeeping Department
676,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2â¦ ",rt commodity registered robust growth steel cement container iron ore coal,rt,Cleanliness Issues,Housekeeping Department
